,ICD10_CODE,ALT_CODE,USAGE,USAGE_UK,DESCRIPTION,MODIFIER_4,MODIFIER_5,QUALIFIERS,GENDER_MASK,MIN_AGE,MAX_AGE,TREE_DESCRIPTION
8583,M85.0,M8505,DEFAULT,3.0,Fibrous dysplasia (monostotic), ,Pelvic region and thigh, , , , , 
8584,M85.0,M8506,DEFAULT,3.0,Fibrous dysplasia (monostotic), ,Lower leg, , , , , 
8585,M85.0,M8507,DEFAULT,3.0,Fibrous dysplasia (monostotic), ,Ankle and foot, , , , , 
8586,M85.0,M8508,DEFAULT,3.0,Fibrous dysplasia (monostotic), ,Other, , , , , 
8587,M85.0,M8509,DEFAULT,3.0,Fibrous dysplasia (monostotic), ,Site unspecified, , , , , 
8588,M85.1,M851,DEFAULT,3.0,Skeletal fluorosis, , , , , , , 
8589,M85.1,M8510,DEFAULT,3.0,Skeletal fluorosis, ,Multiple sites, , , , , 
8590,M85.1,M8511,DEFAULT,3.0,Skeletal fluorosis, ,Shoulder region, , , , , 
8591,M85.1,M8512,DEFAULT,3.0,Skeletal fluorosis, ,Upper arm, , , , , 
8592,M85.1,M8513,DEFAULT,3.0,Skeletal fluorosis, ,Forearm, , , , , 
8593,M85.1,M8514,DEFAULT,3.0,Skeletal fluorosis, ,Hand, , , , , 
8594,M85.1,M8515,DEFAULT,3.0,Skeletal fluorosis, ,Pelvic region and thigh, , , , , 
8595,M85.1,M8516,DEFAULT,3.0,Skeletal fluorosis, ,Lower leg, , , , , 
8596,M85.1,M8517,DEFAULT,3.0,Skeletal fluorosis, ,Ankle and foot, , , , , 
8597,M85.1,M8518,DEFAULT,3.0,Skeletal fluorosis, ,Other, , , , , 
8598,M85.1,M8519,DEFAULT,3.0,Skeletal fluorosis, ,Site unspecified, , , , , 
8599,M85.2,M852,DEFAULT,3.0,Hyperostosis of skull, , , , , , , 
8600,M85.3,M853,DEFAULT,3.0,Osteitis condensans, , , , , , , 
8601,M85.3,M8530,DEFAULT,3.0,Osteitis condensans, ,Multiple sites, , , , , 
8602,M85.3,M8531,DEFAULT,3.0,Osteitis condensans, ,Shoulder region, , , , , 
8603,M85.3,M8532,DEFAULT,3.0,Osteitis condensans, ,Upper arm, , , , , 
8604,M85.3,M8533,DEFAULT,3.0,Osteitis condensans, ,Forearm, , , , , 
8605,M85.3,M8534,DEFAULT,3.0,Osteitis condensans, ,Hand, , , , , 
8606,M85.3,M8535,DEFAULT,3.0,Osteitis condensans, ,Pelvic region and thigh, , , , , 
8607,M85.3,M8536,DEFAULT,3.0,Osteitis condensans, ,Lower leg, , , , , 
8608,M85.3,M8537,DEFAULT,3.0,Osteitis condensans, ,Ankle and foot, , , , , 
8609,M85.3,M8538,DEFAULT,3.0,Osteitis condensans, ,Other, , , , , 
8610,M85.3,M8539,DEFAULT,3.0,Osteitis condensans, ,Site unspecified, , , , , 
8611,M85.4,M854,DEFAULT,3.0,Solitary bone cyst, , , , , , , 
8612,M85.4,M8540,DEFAULT,3.0,Solitary bone cyst, ,Multiple sites, , , , , 
8613,M85.4,M8541,DEFAULT,3.0,Solitary bone cyst, ,Shoulder region, , , , , 
8614,M85.4,M8542,DEFAULT,3.0,Solitary bone cyst, ,Upper arm, , , , , 
8615,M85.4,M8543,DEFAULT,3.0,Solitary bone cyst, ,Forearm, , , , , 
8616,M85.4,M8544,DEFAULT,3.0,Solitary bone cyst, ,Hand, , , , , 
8617,M85.4,M8545,DEFAULT,3.0,Solitary bone cyst, ,Pelvic region and thigh, , , , , 
8618,M85.4,M8546,DEFAULT,3.0,Solitary bone cyst, ,Lower leg, , , , , 
8619,M85.4,M8547,DEFAULT,3.0,Solitary bone cyst, ,Ankle and foot, , , , , 
8620,M85.4,M8548,DEFAULT,3.0,Solitary bone cyst, ,Other, , , , , 
8621,M85.4,M8549,DEFAULT,3.0,Solitary bone cyst, ,Site unspecified, , , , , 
8622,M85.5,M855,DEFAULT,3.0,Aneurysmal bone cyst, , , , , , , 
8623,M85.5,M8550,DEFAULT,3.0,Aneurysmal bone cyst, ,Multiple sites, , , , , 
8624,M85.5,M8551,DEFAULT,3.0,Aneurysmal bone cyst, ,Shoulder region, , , , , 
8625,M85.5,M8552,DEFAULT,3.0,Aneurysmal bone cyst, ,Upper arm, , , , , 
8626,M85.5,M8553,DEFAULT,3.0,Aneurysmal bone cyst, ,Forearm, , , , , 
8627,M85.5,M8554,DEFAULT,3.0,Aneurysmal bone cyst, ,Hand, , , , , 
8628,M85.5,M8555,DEFAULT,3.0,Aneurysmal bone cyst, ,Pelvic region and thigh, , , , , 
8629,M85.5,M8556,DEFAULT,3.0,Aneurysmal bone cyst, ,Lower leg, , , , , 
8630,M85.5,M8557,DEFAULT,3.0,Aneurysmal bone cyst, ,Ankle and foot, , , , , 
8631,M85.5,M8558,DEFAULT,3.0,Aneurysmal bone cyst, ,Other, , , , , 
8632,M85.5,M8559,DEFAULT,3.0,Aneurysmal bone cyst, ,Site unspecified, , , , , 
8633,M85.6,M856,DEFAULT,3.0,Other cyst of bone, , , , , , , 
8634,M85.6,M8560,DEFAULT,3.0,Other cyst of bone, ,Multiple sites, , , , , 
8635,M85.6,M8561,DEFAULT,3.0,Other cyst of bone, ,Shoulder region, , , , , 
8636,M85.6,M8562,DEFAULT,3.0,Other cyst of bone, ,Upper arm, , , , , 
8637,M85.6,M8563,DEFAULT,3.0,Other cyst of bone, ,Forearm, , , , , 
8638,M85.6,M8564,DEFAULT,3.0,Other cyst of bone, ,Hand, , , , , 
8639,M85.6,M8565,DEFAULT,3.0,Other cyst of bone, ,Pelvic region and thigh, , , , , 
8640,M85.6,M8566,DEFAULT,3.0,Other cyst of bone, ,Lower leg, , , , , 
8641,M85.6,M8567,DEFAULT,3.0,Other cyst of bone, ,Ankle and foot, , , , , 
8642,M85.6,M8568,DEFAULT,3.0,Other cyst of bone, ,Other, , , , , 
8643,M85.6,M8569,DEFAULT,3.0,Other cyst of bone, ,Site unspecified, , , , , 
8644,M85.8,M858,DEFAULT,3.0,Other specified disorders of bone density and structure, , , , , , , 
8645,M85.8,M8580,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Multiple sites, , , , , 
8646,M85.8,M8581,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Shoulder region, , , , , 
8647,M85.8,M8582,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Upper arm, , , , , 
8648,M85.8,M8583,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Forearm, , , , , 
8649,M85.8,M8584,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Hand, , , , , 
8650,M85.8,M8585,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Pelvic region and thigh, , , , , 
8651,M85.8,M8586,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Lower leg, , , , , 
8652,M85.8,M8587,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Ankle and foot, , , , , 
8653,M85.8,M8588,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Other, , , , , 
8654,M85.8,M8589,DEFAULT,3.0,Other specified disorders of bone density and structure, ,Site unspecified, , , , , 
8655,M85.9,M859,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", , , , , , , 
8656,M85.9,M8590,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Multiple sites, , , , , 
8657,M85.9,M8591,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Shoulder region, , , , , 
8658,M85.9,M8592,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Upper arm, , , , , 
8659,M85.9,M8593,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Forearm, , , , , 
8660,M85.9,M8594,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Hand, , , , , 
8661,M85.9,M8595,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Pelvic region and thigh, , , , , 
8662,M85.9,M8596,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Lower leg, , , , , 
8663,M85.9,M8597,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Ankle and foot, , , , , 
8664,M85.9,M8598,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Other, , , , , 
8665,M85.9,M8599,DEFAULT,3.0,"Disorder of bone density and structure, unspecified", ,Site unspecified, , , , , 
8666,M86,M86,DEFAULT,3.0,Osteomyelitis, , , , , , , 
8667,M86.0,M860,DEFAULT,3.0,Acute haematogenous osteomyelitis, , , , , , , 
8668,M86.0,M8600,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Multiple sites, , , , , 
8669,M86.0,M8601,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Shoulder region, , , , , 
8670,M86.0,M8602,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Upper arm, , , , , 
8671,M86.0,M8603,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Forearm, , , , , 
8672,M86.0,M8604,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Hand, , , , , 
8673,M86.0,M8605,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Pelvic region and thigh, , , , , 
8674,M86.0,M8606,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Lower leg, , , , , 
8675,M86.0,M8607,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Ankle and foot, , , , , 
8676,M86.0,M8608,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Other, , , , , 
8677,M86.0,M8609,DEFAULT,3.0,Acute haematogenous osteomyelitis, ,Site unspecified, , , , , 
8678,M86.1,M861,DEFAULT,3.0,Other acute osteomyelitis, , , , , , , 
8679,M86.1,M8610,DEFAULT,3.0,Other acute osteomyelitis, ,Multiple sites, , , , , 
8680,M86.1,M8611,DEFAULT,3.0,Other acute osteomyelitis, ,Shoulder region, , , , , 
8681,M86.1,M8612,DEFAULT,3.0,Other acute osteomyelitis, ,Upper arm, , , , , 
8682,M86.1,M8613,DEFAULT,3.0,Other acute osteomyelitis, ,Forearm, , , , , 
8683,M86.1,M8614,DEFAULT,3.0,Other acute osteomyelitis, ,Hand, , , , , 
8684,M86.1,M8615,DEFAULT,3.0,Other acute osteomyelitis, ,Pelvic region and thigh, , , , , 
8685,M86.1,M8616,DEFAULT,3.0,Other acute osteomyelitis, ,Lower leg, , , , , 
8686,M86.1,M8617,DEFAULT,3.0,Other acute osteomyelitis, ,Ankle and foot, , , , , 
8687,M86.1,M8618,DEFAULT,3.0,Other acute osteomyelitis, ,Other, , , , , 
8688,M86.1,M8619,DEFAULT,3.0,Other acute osteomyelitis, ,Site unspecified, , , , , 
8689,M86.2,M862,DEFAULT,3.0,Subacute osteomyelitis, , , , , , , 
8690,M86.2,M8620,DEFAULT,3.0,Subacute osteomyelitis, ,Multiple sites, , , , , 
8691,M86.2,M8621,DEFAULT,3.0,Subacute osteomyelitis, ,Shoulder region, , , , , 
8692,M86.2,M8622,DEFAULT,3.0,Subacute osteomyelitis, ,Upper arm, , , , , 
8693,M86.2,M8623,DEFAULT,3.0,Subacute osteomyelitis, ,Forearm, , , , , 
8694,M86.2,M8624,DEFAULT,3.0,Subacute osteomyelitis, ,Hand, , , , , 
8695,M86.2,M8625,DEFAULT,3.0,Subacute osteomyelitis, ,Pelvic region and thigh, , , , , 
8696,M86.2,M8626,DEFAULT,3.0,Subacute osteomyelitis, ,Lower leg, , , , , 
8697,M86.2,M8627,DEFAULT,3.0,Subacute osteomyelitis, ,Ankle and foot, , , , , 
8698,M86.2,M8628,DEFAULT,3.0,Subacute osteomyelitis, ,Other, , , , , 
8699,M86.2,M8629,DEFAULT,3.0,Subacute osteomyelitis, ,Site unspecified, , , , , 
8700,M86.3,M863,DEFAULT,3.0,Chronic multifocal osteomyelitis, , , , , , , 
8701,M86.3,M8630,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Multiple sites, , , , , 
8702,M86.3,M8631,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Shoulder region, , , , , 
8703,M86.3,M8632,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Upper arm, , , , , 
8704,M86.3,M8633,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Forearm, , , , , 
8705,M86.3,M8634,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Hand, , , , , 
8706,M86.3,M8635,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Pelvic region and thigh, , , , , 
8707,M86.3,M8636,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Lower leg, , , , , 
8708,M86.3,M8637,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Ankle and foot, , , , , 
8709,M86.3,M8638,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Other, , , , , 
8710,M86.3,M8639,DEFAULT,3.0,Chronic multifocal osteomyelitis, ,Site unspecified, , , , , 
8711,M86.4,M864,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, , , , , , , 
8712,M86.4,M8640,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Multiple sites, , , , , 
8713,M86.4,M8641,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Shoulder region, , , , , 
8714,M86.4,M8642,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Upper arm, , , , , 
8715,M86.4,M8643,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Forearm, , , , , 
8716,M86.4,M8644,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Hand, , , , , 
8717,M86.4,M8645,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Pelvic region and thigh, , , , , 
8718,M86.4,M8646,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Lower leg, , , , , 
8719,M86.4,M8647,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Ankle and foot, , , , , 
8720,M86.4,M8648,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Other, , , , , 
8721,M86.4,M8649,DEFAULT,3.0,Chronic osteomyelitis with draining sinus, ,Site unspecified, , , , , 
8722,M86.5,M865,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, , , , , , , 
8723,M86.5,M8650,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Multiple sites, , , , , 
8724,M86.5,M8651,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Shoulder region, , , , , 
8725,M86.5,M8652,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Upper arm, , , , , 
8726,M86.5,M8653,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Forearm, , , , , 
8727,M86.5,M8654,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Hand, , , , , 
8728,M86.5,M8655,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Pelvic region and thigh, , , , , 
8729,M86.5,M8656,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Lower leg, , , , , 
8730,M86.5,M8657,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Ankle and foot, , , , , 
8731,M86.5,M8658,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Other, , , , , 
8732,M86.5,M8659,DEFAULT,3.0,Other chronic haematogenous osteomyelitis, ,Site unspecified, , , , , 
8733,M86.6,M866,DEFAULT,3.0,Other chronic osteomyelitis, , , , , , , 
8734,M86.6,M8660,DEFAULT,3.0,Other chronic osteomyelitis, ,Multiple sites, , , , , 
8735,M86.6,M8661,DEFAULT,3.0,Other chronic osteomyelitis, ,Shoulder region, , , , , 
8736,M86.6,M8662,DEFAULT,3.0,Other chronic osteomyelitis, ,Upper arm, , , , , 
8737,M86.6,M8663,DEFAULT,3.0,Other chronic osteomyelitis, ,Forearm, , , , , 
8738,M86.6,M8664,DEFAULT,3.0,Other chronic osteomyelitis, ,Hand, , , , , 
8739,M86.6,M8665,DEFAULT,3.0,Other chronic osteomyelitis, ,Pelvic region and thigh, , , , , 
8740,M86.6,M8666,DEFAULT,3.0,Other chronic osteomyelitis, ,Lower leg, , , , , 
8741,M86.6,M8667,DEFAULT,3.0,Other chronic osteomyelitis, ,Ankle and foot, , , , , 
8742,M86.6,M8668,DEFAULT,3.0,Other chronic osteomyelitis, ,Other, , , , , 
8743,M86.6,M8669,DEFAULT,3.0,Other chronic osteomyelitis, ,Site unspecified, , , , , 
8744,M86.8,M868,DEFAULT,3.0,Other osteomyelitis, , , , , , , 
8745,M86.8,M8680,DEFAULT,3.0,Other osteomyelitis, ,Multiple sites, , , , , 
8746,M86.8,M8681,DEFAULT,3.0,Other osteomyelitis, ,Shoulder region, , , , , 
8747,M86.8,M8682,DEFAULT,3.0,Other osteomyelitis, ,Upper arm, , , , , 
8748,M86.8,M8683,DEFAULT,3.0,Other osteomyelitis, ,Forearm, , , , , 
8749,M86.8,M8684,DEFAULT,3.0,Other osteomyelitis, ,Hand, , , , , 
8750,M86.8,M8685,DEFAULT,3.0,Other osteomyelitis, ,Pelvic region and thigh, , , , , 
8751,M86.8,M8686,DEFAULT,3.0,Other osteomyelitis, ,Lower leg, , , , , 
8752,M86.8,M8687,DEFAULT,3.0,Other osteomyelitis, ,Ankle and foot, , , , , 
8753,M86.8,M8688,DEFAULT,3.0,Other osteomyelitis, ,Other, , , , , 
8754,M86.8,M8689,DEFAULT,3.0,Other osteomyelitis, ,Site unspecified, , , , , 
8755,M86.9,M869,DEFAULT,3.0,"Osteomyelitis, unspecified", , , , , , , 
8756,M86.9,M8690,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Multiple sites, , , , , 
8757,M86.9,M8691,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Shoulder region, , , , , 
8758,M86.9,M8692,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Upper arm, , , , , 
8759,M86.9,M8693,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Forearm, , , , , 
8760,M86.9,M8694,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Hand, , , , , 
8761,M86.9,M8695,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Pelvic region and thigh, , , , , 
8762,M86.9,M8696,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Lower leg, , , , , 
8763,M86.9,M8697,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Ankle and foot, , , , , 
8764,M86.9,M8698,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Other, , , , , 
8765,M86.9,M8699,DEFAULT,3.0,"Osteomyelitis, unspecified", ,Site unspecified, , , , , 
8766,M87,M87,DEFAULT,3.0,Osteonecrosis, , , , , , , 
8767,M87.0,M870,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, , , , , , , 
8768,M87.0,M8700,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Multiple sites, , , , , 
8769,M87.0,M8701,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Shoulder region, , , , , 
8770,M87.0,M8702,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Upper arm, , , , , 
8771,M87.0,M8703,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Forearm, , , , , 
8772,M87.0,M8704,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Hand, , , , , 
8773,M87.0,M8705,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Pelvic region and thigh, , , , , 
8774,M87.0,M8706,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Lower leg, , , , , 
8775,M87.0,M8707,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Ankle and foot, , , , , 
8776,M87.0,M8708,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Other, , , , , 
8777,M87.0,M8709,DEFAULT,3.0,Idiopathic aseptic necrosis of bone, ,Site unspecified, , , , , 
8778,M87.1,M871,DEFAULT,3.0,Osteonecrosis due to drugs, , , , , , , 
8779,M87.1,M8710,DEFAULT,3.0,Osteonecrosis due to drugs, ,Multiple sites, , , , , 
8780,M87.1,M8711,DEFAULT,3.0,Osteonecrosis due to drugs, ,Shoulder region, , , , , 
8781,M87.1,M8712,DEFAULT,3.0,Osteonecrosis due to drugs, ,Upper arm, , , , , 
8782,M87.1,M8713,DEFAULT,3.0,Osteonecrosis due to drugs, ,Forearm, , , , , 
8783,M87.1,M8714,DEFAULT,3.0,Osteonecrosis due to drugs, ,Hand, , , , , 
8784,M87.1,M8715,DEFAULT,3.0,Osteonecrosis due to drugs, ,Pelvic region and thigh, , , , , 
8785,M87.1,M8716,DEFAULT,3.0,Osteonecrosis due to drugs, ,Lower leg, , , , , 
8786,M87.1,M8717,DEFAULT,3.0,Osteonecrosis due to drugs, ,Ankle and foot, , , , , 
8787,M87.1,M8718,DEFAULT,3.0,Osteonecrosis due to drugs, ,Other, , , , , 
8788,M87.1,M8719,DEFAULT,3.0,Osteonecrosis due to drugs, ,Site unspecified, , , , , 
8789,M87.2,M872,DEFAULT,3.0,Osteonecrosis due to previous trauma, , , , , , , 
8790,M87.2,M8720,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Multiple sites, , , , , 
8791,M87.2,M8721,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Shoulder region, , , , , 
8792,M87.2,M8722,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Upper arm, , , , , 
8793,M87.2,M8723,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Forearm, , , , , 
8794,M87.2,M8724,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Hand, , , , , 
8795,M87.2,M8725,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Pelvic region and thigh, , , , , 
8796,M87.2,M8726,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Lower leg, , , , , 
8797,M87.2,M8727,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Ankle and foot, , , , , 
8798,M87.2,M8728,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Other, , , , , 
8799,M87.2,M8729,DEFAULT,3.0,Osteonecrosis due to previous trauma, ,Site unspecified, , , , , 
8800,M87.3,M873,DEFAULT,3.0,Other secondary osteonecrosis, , , , , , , 
8801,M87.3,M8730,DEFAULT,3.0,Other secondary osteonecrosis, ,Multiple sites, , , , , 
8802,M87.3,M8731,DEFAULT,3.0,Other secondary osteonecrosis, ,Shoulder region, , , , , 
8803,M87.3,M8732,DEFAULT,3.0,Other secondary osteonecrosis, ,Upper arm, , , , , 
8804,M87.3,M8733,DEFAULT,3.0,Other secondary osteonecrosis, ,Forearm, , , , , 
8805,M87.3,M8734,DEFAULT,3.0,Other secondary osteonecrosis, ,Hand, , , , , 
8806,M87.3,M8735,DEFAULT,3.0,Other secondary osteonecrosis, ,Pelvic region and thigh, , , , , 
8807,M87.3,M8736,DEFAULT,3.0,Other secondary osteonecrosis, ,Lower leg, , , , , 
8808,M87.3,M8737,DEFAULT,3.0,Other secondary osteonecrosis, ,Ankle and foot, , , , , 
8809,M87.3,M8738,DEFAULT,3.0,Other secondary osteonecrosis, ,Other, , , , , 
8810,M87.3,M8739,DEFAULT,3.0,Other secondary osteonecrosis, ,Site unspecified, , , , , 
8811,M87.8,M878,DEFAULT,3.0,Other osteonecrosis, , , , , , , 
8812,M87.8,M8780,DEFAULT,3.0,Other osteonecrosis, ,Multiple sites, , , , , 
8813,M87.8,M8781,DEFAULT,3.0,Other osteonecrosis, ,Shoulder region, , , , , 
8814,M87.8,M8782,DEFAULT,3.0,Other osteonecrosis, ,Upper arm, , , , , 
8815,M87.8,M8783,DEFAULT,3.0,Other osteonecrosis, ,Forearm, , , , , 
8816,M87.8,M8784,DEFAULT,3.0,Other osteonecrosis, ,Hand, , , , , 
8817,M87.8,M8785,DEFAULT,3.0,Other osteonecrosis, ,Pelvic region and thigh, , , , , 
8818,M87.8,M8786,DEFAULT,3.0,Other osteonecrosis, ,Lower leg, , , , , 
8819,M87.8,M8787,DEFAULT,3.0,Other osteonecrosis, ,Ankle and foot, , , , , 
8820,M87.8,M8788,DEFAULT,3.0,Other osteonecrosis, ,Other, , , , , 
8821,M87.8,M8789,DEFAULT,3.0,Other osteonecrosis, ,Site unspecified, , , , , 
8822,M87.9,M879,DEFAULT,3.0,"Osteonecrosis, unspecified", , , , , , , 
8823,M87.9,M8790,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Multiple sites, , , , , 
8824,M87.9,M8791,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Shoulder region, , , , , 
8825,M87.9,M8792,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Upper arm, , , , , 
8826,M87.9,M8793,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Forearm, , , , , 
8827,M87.9,M8794,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Hand, , , , , 
8828,M87.9,M8795,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Pelvic region and thigh, , , , , 
8829,M87.9,M8796,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Lower leg, , , , , 
8830,M87.9,M8797,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Ankle and foot, , , , , 
8831,M87.9,M8798,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Other, , , , , 
8832,M87.9,M8799,DEFAULT,3.0,"Osteonecrosis, unspecified", ,Site unspecified, , , , , 
8833,M88,M88,DEFAULT,3.0,Paget disease of bone [osteitis deformans], , , , , , , 
8834,M88.0,M880,DEFAULT,3.0,Paget disease of skull, , , , , , , 
8835,M88.8,M888,DEFAULT,3.0,Paget disease of other bones, , , , , , , 
8836,M88.8,M8880,DEFAULT,3.0,Paget disease of other bones, ,Multiple sites, , , , , 
8837,M88.8,M8881,DEFAULT,3.0,Paget disease of other bones, ,Shoulder region, , , , , 
8838,M88.8,M8882,DEFAULT,3.0,Paget disease of other bones, ,Upper arm, , , , , 
8839,M88.8,M8883,DEFAULT,3.0,Paget disease of other bones, ,Forearm, , , , , 
8840,M88.8,M8884,DEFAULT,3.0,Paget disease of other bones, ,Hand, , , , , 
8841,M88.8,M8885,DEFAULT,3.0,Paget disease of other bones, ,Pelvic region and thigh, , , , , 
8842,M88.8,M8886,DEFAULT,3.0,Paget disease of other bones, ,Lower leg, , , , , 
8843,M88.8,M8887,DEFAULT,3.0,Paget disease of other bones, ,Ankle and foot, , , , , 
8844,M88.8,M8888,DEFAULT,3.0,Paget disease of other bones, ,Other, , , , , 
8845,M88.8,M8889,DEFAULT,3.0,Paget disease of other bones, ,Site unspecified, , , , , 
8846,M88.9,M889,DEFAULT,3.0,"Paget disease of bone, unspecified", , , , , , , 
8847,M88.9,M8890,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Multiple sites, , , , , 
8848,M88.9,M8891,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Shoulder region, , , , , 
8849,M88.9,M8892,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Upper arm, , , , , 
8850,M88.9,M8893,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Forearm, , , , , 
8851,M88.9,M8894,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Hand, , , , , 
8852,M88.9,M8895,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Pelvic region and thigh, , , , , 
8853,M88.9,M8896,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Lower leg, , , , , 
8854,M88.9,M8897,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Ankle and foot, , , , , 
8855,M88.9,M8898,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Other, , , , , 
8856,M88.9,M8899,DEFAULT,3.0,"Paget disease of bone, unspecified", ,Site unspecified, , , , , 
8857,M89,M89,DEFAULT,3.0,Other disorders of bone, , , , , , , 
8858,M89.0,M890,DEFAULT,3.0,Algoneurodystrophy, , , , , , , 
8859,M89.0,M8900,DEFAULT,3.0,Algoneurodystrophy, ,Multiple sites, , , , , 
